apis|A0A8R2JUD5	3.11e-15
apis|A0A8R2JU97	3.18e-15
apis|A0A8R2JML6	4.12e-19
apis|A0A8R1W0S6	4.28e-20
apis|A0A8R2FDA4	5.11e-10
apis|A0A8R2D4I8	6.17e-13
apis|A0A0I9QPZ0	6.35e-13
apis|A0A8R2NS74	6.47e-11
apis|A0A8R2FAB0	7.15e-16
apis|A0A8R1W1D8	7.93e-11
apis|A0A8R2JS98	8.01e-127
apis|A0A8R2JU71	9.23e-05
apis|A0A8R1WXV4	9.54e-11
apis|A0A8R2D4P2	1.08e-121
apis|A0A8R2AAV4	1.17e-11
apis|A0A8R2NVP8	1.40e-08
apis|A0A8R2A5K0	1.43e-10
apis|A0A8R2NWE1	1.53e-08
apis|A0A8R2NMZ8	2.13e-14
apis|A0A8R2JQY8	2.37e-17
apis|A0A8R2JMN5	2.40e-09
apis|A0A8R2JTI1	2.68e-138
apis|A0A8R2NSS2	2.70e-11
apis|A0A8R2JR86	2.71e-10
apis|A0A8R2JVI6	3.05e-15
apis|A0A8R2JUD5	3.11e-15
apis|A0A8R2JU97	3.18e-15
apis|A0A8R2JML6	4.12e-19
apis|A0A8R1W0S6	4.28e-20
apis|A0A8R2FDA4	5.11e-10
apis|A0A8R2D4I8	6.17e-13
apis|A0A0I9QPZ0	6.35e-13
apis|A0A8R2NS74	6.47e-11
apis|A0A8R2FAB0	7.15e-16
apis|A0A8R1W1D8	7.93e-11
apis|A0A8R2JS98	8.01e-127
apis|A0A8R2JU71	9.23e-05
apis|A0A8R1WXV4	9.54e-11
apis|A0A8R2D4P2	1.08e-121
apis|A0A8R2AAV4	1.17e-11
apis|A0A8R2NVP8	1.40e-08
apis|A0A8R2A5K0	1.43e-10
apis|A0A8R2NWE1	1.53e-08
apis|A0A8R2NMZ8	2.13e-14
apis|A0A8R2JQY8	2.37e-17
apis|A0A8R2JMN5	2.40e-09
apis|A0A8R2JTI1	2.68e-138
apis|A0A8R2NSS2	2.70e-11
apis|A0A8R2JR86	2.71e-10
apis|A0A8R2JVI6	3.05e-15
apis|A0A8R2JUD5	3.11e-15
apis|A0A8R2JU97	3.18e-15
apis|A0A8R2JML6	4.12e-19
apis|A0A8R1W0S6	4.28e-20
apis|A0A8R2FDA4	5.11e-10
apis|A0A8R2D4I8	6.17e-13
apis|A0A0I9QPZ0	6.35e-13
apis|A0A8R2NS74	6.47e-11
apis|A0A8R2FAB0	7.15e-16
apis|A0A8R1W1D8	7.93e-11
apis|A0A8R2JS98	8.01e-127
apis|A0A8R2JU71	9.23e-05
apis|A0A8R1WXV4	9.54e-11
apis|A0A8R2D4P2	1.08e-121
apis|A0A8R2AAV4	1.17e-11
apis|A0A8R2NVP8	1.40e-08
apis|A0A8R2A5K0	1.43e-10
apis|A0A8R2NWE1	1.53e-08
apis|A0A8R2NMZ8	2.13e-14
apis|A0A8R2JQY8	2.37e-17
apis|A0A8R2JMN5	2.40e-09
apis|A0A8R2JTI1	2.68e-138
apis|A0A8R2NSS2	2.70e-11
apis|A0A8R2JR86	2.71e-10
apis|A0A8R2JVI6	3.05e-15
apis|A0A8R2JUD5	3.11e-15
apis|A0A8R2JU97	3.18e-15
apis|A0A8R2JML6	4.12e-19
apis|A0A8R1W0S6	4.28e-20
apis|A0A8R2FDA4	5.11e-10
apis|A0A8R2D4I8	6.17e-13
apis|A0A0I9QPZ0	6.35e-13
apis|A0A8R2NS74	6.47e-11
apis|A0A8R2FAB0	7.15e-16
apis|A0A8R1W1D8	7.93e-11
apis|A0A8R2JS98	8.01e-127
apis|A0A8R2JU71	9.23e-05
apis|A0A8R1WXV4	9.54e-11
apis|A0A8R2D4P2	1.08e-121
apis|A0A8R2AAV4	1.17e-11
apis|A0A8R2NVP8	1.40e-08
apis|A0A8R2A5K0	1.43e-10
apis|A0A8R2NWE1	1.53e-08
apis|A0A8R2NMZ8	2.13e-14
apis|A0A8R2JQY8	2.37e-17
apis|A0A8R2JMN5	2.40e-09
apis|A0A8R2JTI1	2.68e-138
apis|A0A8R2NSS2	2.70e-11
apis|A0A8R2JR86	2.71e-10
apis|A0A8R2JVI6	3.05e-15
apis|A0A8R2JUD5	3.11e-15
apis|A0A8R2JU97	3.18e-15
apis|A0A8R2JML6	4.12e-19
apis|A0A8R1W0S6	4.28e-20
apis|A0A8R2FDA4	5.11e-10
apis|A0A8R2D4I8	6.17e-13
apis|A0A0I9QPZ0	6.35e-13
apis|A0A8R2NS74	6.47e-11
apis|A0A8R2FAB0	7.15e-16
apis|A0A8R1W1D8	7.93e-11
apis|A0A8R2JS98	8.01e-127
apis|A0A8R2JU71	9.23e-05
apis|A0A8R1WXV4	9.54e-11
apis|A0A8R2D4P2	1.08e-121
apis|A0A8R2AAV4	1.17e-11
apis|A0A8R2NVP8	1.40e-08
apis|A0A8R2A5K0	1.43e-10
apis|A0A8R2NWE1	1.53e-08
apis|A0A8R2NMZ8	2.13e-14
apis|A0A8R2JQY8	2.37e-17
apis|A0A8R2JMN5	2.40e-09
apis|A0A8R2JTI1	2.68e-138
apis|A0A8R2NSS2	2.70e-11
apis|A0A8R2JR86	2.71e-10
apis|A0A8R2JVI6	3.05e-15
apis|A0A8R2JUD5	3.11e-15
apis|A0A8R2JU97	3.18e-15
apis|A0A8R2JML6	4.12e-19
apis|A0A8R1W0S6	4.28e-20
apis|A0A8R2FDA4	5.11e-10
apis|A0A8R2D4I8	6.17e-13
apis|A0A0I9QPZ0	6.35e-13
apis|A0A8R2NS74	6.47e-11
apis|A0A8R2FAB0	7.15e-16
apis|A0A8R1W1D8	7.93e-11
apis|A0A8R2JS98	8.01e-127
apis|A0A8R2JU71	9.23e-05
apis|A0A8R1WXV4	9.54e-11
apis|A0A8R2D4P2	1.08e-121
apis|A0A8R2AAV4	1.17e-11
apis|A0A8R2NVP8	1.40e-08
apis|A0A8R2A5K0	1.43e-10
apis|A0A8R2NWE1	1.53e-08
apis|A0A8R2NMZ8	2.13e-14
apis|A0A8R2JQY8	2.37e-17
apis|A0A8R2JMN5	2.40e-09
apis|A0A8R2JTI1	2.68e-138
apis|A0A8R2NSS2	2.70e-11
apis|A0A8R2JR86	2.71e-10
apis|A0A8R2JVI6	3.05e-15
apis|A0A8R2JUD5	3.11e-15
apis|A0A8R2JU97	3.18e-15
apis|A0A8R2JML6	4.12e-19
apis|A0A8R1W0S6	4.28e-20
apis|A0A8R2FDA4	5.11e-10
apis|A0A8R2D4I8	6.17e-13
apis|A0A0I9QPZ0	6.35e-13
apis|A0A8R2NS74	6.47e-11
apis|A0A8R2FAB0	7.15e-16
apis|A0A8R1W1D8	7.93e-11
apis|A0A8R2JS98	8.01e-127
apis|A0A8R2JU71	9.23e-05
apis|A0A8R1WXV4	9.54e-11
apis|A0A8R2D4P2	1.08e-121
apis|A0A8R2AAV4	1.17e-11
apis|A0A8R2NVP8	1.40e-08
apis|A0A8R2A5K0	1.43e-10
apis|A0A8R2NWE1	1.53e-08
apis|A0A8R2NMZ8	2.13e-14
apis|A0A8R2JQY8	2.37e-17
apis|A0A8R2JMN5	2.40e-09
apis|A0A8R2JTI1	2.68e-138
apis|A0A8R2NSS2	2.70e-11
apis|A0A8R2JR86	2.71e-10
apis|A0A8R2JVI6	3.05e-15
apis|A0A8R2JUD5	3.11e-15
apis|A0A8R2JU97	3.18e-15
apis|A0A8R2JML6	4.12e-19
apis|A0A8R1W0S6	4.28e-20
apis|A0A8R2FDA4	5.11e-10
apis|A0A8R2D4I8	6.17e-13
apis|A0A0I9QPZ0	6.35e-13
apis|A0A8R2NS74	6.47e-11
apis|A0A8R2FAB0	7.15e-16
apis|A0A8R1W1D8	7.93e-11
apis|A0A8R2JS98	8.01e-127
apis|A0A8R2JU71	9.23e-05
apis|A0A8R1WXV4	9.54e-11
apis|A0A8R2D4P2	1.08e-121
apis|A0A8R2AAV4	1.17e-11
apis|A0A8R2NVP8	1.40e-08
apis|A0A8R2A5K0	1.43e-10
apis|A0A8R2NWE1	1.53e-08
apis|A0A8R2NMZ8	2.13e-14
apis|A0A8R2JQY8	2.37e-17
apis|A0A8R2JMN5	2.40e-09
apis|A0A8R2JTI1	2.68e-138
apis|A0A8R2NSS2	2.70e-11
apis|A0A8R2JR86	2.71e-10
apis|A0A8R2JVI6	3.05e-15
apis|A0A8R2JUD5	3.11e-15
apis|A0A8R2JU97	3.18e-15
apis|A0A8R2JML6	4.12e-19
apis|A0A8R1W0S6	4.28e-20
apis|A0A8R2FDA4	5.11e-10
apis|A0A8R2D4I8	6.17e-13
apis|A0A0I9QPZ0	6.35e-13
apis|A0A8R2NS74	6.47e-11
apis|A0A8R2FAB0	7.15e-16
apis|A0A8R1W1D8	7.93e-11
apis|A0A8R2JS98	8.01e-127
apis|A0A8R2JU71	9.23e-05
apis|A0A8R1WXV4	9.54e-11
apis|A0A8R2D4P2	1.08e-121
apis|A0A8R2AAV4	1.17e-11
apis|A0A8R2NVP8	1.40e-08
apis|A0A8R2A5K0	1.43e-10
apis|A0A8R2NWE1	1.53e-08
apis|A0A8R2NMZ8	2.13e-14
apis|A0A8R2JQY8	2.37e-17
apis|A0A8R2JMN5	2.40e-09
apis|A0A8R2JTI1	2.68e-138
apis|A0A8R2NSS2	2.70e-11
apis|A0A8R2JR86	2.71e-10
apis|A0A8R2JVI6	3.05e-15
apis|A0A8R2JUD5	3.11e-15
apis|A0A8R2JU97	3.18e-15
apis|A0A8R2JML6	4.12e-19
apis|A0A8R1W0S6	4.28e-20
apis|A0A8R2FDA4	5.11e-10
apis|A0A8R2D4I8	6.17e-13
apis|A0A0I9QPZ0	6.35e-13
apis|A0A8R2NS74	6.47e-11
apis|A0A8R2FAB0	7.15e-16
apis|A0A8R1W1D8	7.93e-11
apis|A0A8R2JS98	8.01e-127
apis|A0A8R2JU71	9.23e-05
apis|A0A8R1WXV4	9.54e-11
apis|A0A8R2D4P2	1.08e-121
apis|A0A8R2AAV4	1.17e-11
apis|A0A8R2NVP8	1.40e-08
apis|A0A8R2A5K0	1.43e-10
apis|A0A8R2NWE1	1.53e-08
apis|A0A8R2NMZ8	2.13e-14
apis|A0A8R2JQY8	2.37e-17
apis|A0A8R2JMN5	2.40e-09
apis|A0A8R2JTI1	2.68e-138
apis|A0A8R2NSS2	2.70e-11
apis|A0A8R2JR86	2.71e-10
apis|A0A8R2JVI6	3.05e-15
apis|A0A8R2JUD5	3.11e-15
apis|A0A8R2JU97	3.18e-15
apis|A0A8R2JML6	4.12e-19
apis|A0A8R1W0S6	4.28e-20
apis|A0A8R2FDA4	5.11e-10
apis|A0A8R2D4I8	6.17e-13
apis|A0A0I9QPZ0	6.35e-13
apis|A0A8R2NS74	6.47e-11
apis|A0A8R2FAB0	7.15e-16
apis|A0A8R1W1D8	7.93e-11
apis|A0A8R2JS98	8.01e-127
apis|A0A8R2JU71	9.23e-05
apis|A0A8R1WXV4	9.54e-11
apis|A0A8R2D4P2	1.08e-121
apis|A0A8R2AAV4	1.17e-11
apis|A0A8R2NVP8	1.40e-08
apis|A0A8R2A5K0	1.43e-10
apis|A0A8R2NWE1	1.53e-08
apis|A0A8R2NMZ8	2.13e-14
apis|A0A8R2JQY8	2.37e-17
apis|A0A8R2JMN5	2.40e-09
apis|A0A8R2JTI1	2.68e-138
apis|A0A8R2NSS2	2.70e-11
apis|A0A8R2JR86	2.71e-10
apis|A0A8R2JVI6	3.05e-15
apis|A0A8R2JUD5	3.11e-15
apis|A0A8R2JU97	3.18e-15
apis|A0A8R2JML6	4.12e-19
apis|A0A8R1W0S6	4.28e-20
apis|A0A8R2FDA4	5.11e-10
apis|A0A8R2D4I8	6.17e-13
apis|A0A0I9QPZ0	6.35e-13
apis|A0A8R2NS74	6.47e-11
apis|A0A8R2FAB0	7.15e-16
apis|A0A8R1W1D8	7.93e-11
apis|A0A8R2JS98	8.01e-127
apis|A0A8R2JU71	9.23e-05
apis|A0A8R1WXV4	9.54e-11
apis|A0A8R2D4P2	1.08e-121
apis|A0A8R2AAV4	1.17e-11
apis|A0A8R2NVP8	1.40e-08
apis|A0A8R2A5K0	1.43e-10
apis|A0A8R2NWE1	1.53e-08
apis|A0A8R2NMZ8	2.13e-14
apis|A0A8R2JQY8	2.37e-17
apis|A0A8R2JMN5	2.40e-09
apis|A0A8R2JTI1	2.68e-138
apis|A0A8R2NSS2	2.70e-11
apis|A0A8R2JR86	2.71e-10
apis|A0A8R2JVI6	3.05e-15
apis|A0A8R2JUD5	3.11e-15
apis|A0A8R2JU97	3.18e-15
apis|A0A8R2JML6	4.12e-19
apis|A0A8R1W0S6	4.28e-20
apis|A0A8R2FDA4	5.11e-10
apis|A0A8R2D4I8	6.17e-13
apis|A0A0I9QPZ0	6.35e-13
apis|A0A8R2NS74	6.47e-11
apis|A0A8R2FAB0	7.15e-16
apis|A0A8R1W1D8	7.93e-11
apis|A0A8R2JS98	8.01e-127
apis|A0A8R2JU71	9.23e-05
apis|A0A8R1WXV4	9.54e-11
apis|A0A8R2D4P2	1.08e-121
apis|A0A8R2AAV4	1.17e-11
apis|A0A8R2NVP8	1.40e-08
apis|A0A8R2A5K0	1.43e-10
apis|A0A8R2NWE1	1.53e-08
apis|A0A8R2NMZ8	2.13e-14
apis|A0A8R2JQY8	2.37e-17
apis|A0A8R2JMN5	2.40e-09
apis|A0A8R2JTI1	2.68e-138
apis|A0A8R2NSS2	2.70e-11
apis|A0A8R2JR86	2.71e-10
apis|A0A8R2JVI6	3.05e-15
apis|A0A8R2JUD5	3.11e-15
apis|A0A8R2JU97	3.18e-15
apis|A0A8R2JML6	4.12e-19
apis|A0A8R1W0S6	4.28e-20
apis|A0A8R2FDA4	5.11e-10
apis|A0A8R2D4I8	6.17e-13
apis|A0A0I9QPZ0	6.35e-13
apis|A0A8R2NS74	6.47e-11
apis|A0A8R2FAB0	7.15e-16
apis|A0A8R1W1D8	7.93e-11
apis|A0A8R2JS98	8.01e-127
apis|A0A8R2JU71	9.23e-05
apis|A0A8R1WXV4	9.54e-11
apis|A0A8R2D4P2	1.08e-121
apis|A0A8R2AAV4	1.17e-11
apis|A0A8R2NVP8	1.40e-08
apis|A0A8R2A5K0	1.43e-10
apis|A0A8R2NWE1	1.53e-08
apis|A0A8R2NMZ8	2.13e-14
apis|A0A8R2JQY8	2.37e-17
apis|A0A8R2JMN5	2.40e-09
apis|A0A8R2JTI1	2.68e-138
apis|A0A8R2NSS2	2.70e-11
apis|A0A8R2JR86	2.71e-10
apis|A0A8R2JVI6	3.05e-15
apis|A0A8R2JUD5	3.11e-15
apis|A0A8R2JU97	3.18e-15
apis|A0A8R2JML6	4.12e-19
apis|A0A8R1W0S6	4.28e-20
apis|A0A8R2FDA4	5.11e-10
apis|A0A8R2D4I8	6.17e-13
apis|A0A0I9QPZ0	6.35e-13
apis|A0A8R2NS74	6.47e-11
apis|A0A8R2FAB0	7.15e-16
apis|A0A8R1W1D8	7.93e-11
apis|A0A8R2JS98	8.01e-127
apis|A0A8R2JU71	9.23e-05
apis|A0A8R1WXV4	9.54e-11
apis|A0A8R2D4P2	1.08e-121
apis|A0A8R2AAV4	1.17e-11
apis|A0A8R2NVP8	1.40e-08
apis|A0A8R2A5K0	1.43e-10
apis|A0A8R2NWE1	1.53e-08
apis|A0A8R2NMZ8	2.13e-14
apis|A0A8R2JQY8	2.37e-17
apis|A0A8R2JMN5	2.40e-09
apis|A0A8R2JTI1	2.68e-138
apis|A0A8R2NSS2	2.70e-11
apis|A0A8R2JR86	2.71e-10
apis|A0A8R2JVI6	3.05e-15
apis|A0A8R2JUD5	3.11e-15
apis|A0A8R2JU97	3.18e-15
apis|A0A8R2JML6	4.12e-19
apis|A0A8R1W0S6	4.28e-20
apis|A0A8R2FDA4	5.11e-10
apis|A0A8R2D4I8	6.17e-13
apis|A0A0I9QPZ0	6.35e-13
apis|A0A8R2NS74	6.47e-11
apis|A0A8R2FAB0	7.15e-16
apis|A0A8R1W1D8	7.93e-11
apis|A0A8R2JS98	8.01e-127
apis|A0A8R2JU71	9.23e-05
apis|A0A8R1WXV4	9.54e-11
apis|A0A8R2D4P2	1.08e-121
apis|A0A8R2AAV4	1.17e-11
apis|A0A8R2NVP8	1.40e-08
apis|A0A8R2A5K0	1.43e-10
apis|A0A8R2NWE1	1.53e-08
apis|A0A8R2NMZ8	2.13e-14
apis|A0A8R2JQY8	2.37e-17
apis|A0A8R2JMN5	2.40e-09
apis|A0A8R2JTI1	2.68e-138
apis|A0A8R2NSS2	2.70e-11
apis|A0A8R2JR86	2.71e-10
apis|A0A8R2JVI6	3.05e-15
apis|A0A8R2JUD5	3.11e-15
apis|A0A8R2JU97	3.18e-15
apis|A0A8R2JML6	4.12e-19
apis|A0A8R1W0S6	4.28e-20
apis|A0A8R2FDA4	5.11e-10
apis|A0A8R2D4I8	6.17e-13
apis|A0A0I9QPZ0	6.35e-13
apis|A0A8R2NS74	6.47e-11
apis|A0A8R2FAB0	7.15e-16
apis|A0A8R1W1D8	7.93e-11
apis|A0A8R2JS98	8.01e-127
apis|A0A8R2JU71	9.23e-05
apis|A0A8R1WXV4	9.54e-11
apis|A0A8R2D4P2	1.08e-121
apis|A0A8R2AAV4	1.17e-11
apis|A0A8R2NVP8	1.40e-08
apis|A0A8R2A5K0	1.43e-10
apis|A0A8R2NWE1	1.53e-08
apis|A0A8R2NMZ8	2.13e-14
apis|A0A8R2JQY8	2.37e-17
apis|A0A8R2JMN5	2.40e-09
apis|A0A8R2JTI1	2.68e-138
apis|A0A8R2NSS2	2.70e-11
apis|A0A8R2JR86	2.71e-10
apis|A0A8R2JVI6	3.05e-15
apis|A0A8R2JUD5	3.11e-15
apis|A0A8R2JU97	3.18e-15
apis|A0A8R2JML6	4.12e-19
apis|A0A8R1W0S6	4.28e-20
apis|A0A8R2FDA4	5.11e-10
apis|A0A8R2D4I8	6.17e-13
apis|A0A0I9QPZ0	6.35e-13
apis|A0A8R2NS74	6.47e-11
apis|A0A8R2FAB0	7.15e-16
apis|A0A8R1W1D8	7.93e-11
apis|A0A8R2JS98	8.01e-127
apis|A0A8R2JU71	9.23e-05
apis|A0A8R1WXV4	9.54e-11
apis|A0A8R2D4P2	1.08e-121
apis|A0A8R2AAV4	1.17e-11
apis|A0A8R2NVP8	1.40e-08
apis|A0A8R2A5K0	1.43e-10
apis|A0A8R2NWE1	1.53e-08
apis|A0A8R2NMZ8	2.13e-14
apis|A0A8R2JQY8	2.37e-17
apis|A0A8R2JMN5	2.40e-09
apis|A0A8R2JTI1	2.68e-138
apis|A0A8R2NSS2	2.70e-11
apis|A0A8R2JR86	2.71e-10
apis|A0A8R2JVI6	3.05e-15
apis|A0A8R2JUD5	3.11e-15
apis|A0A8R2JU97	3.18e-15
apis|A0A8R2JML6	4.12e-19
apis|A0A8R1W0S6	4.28e-20
apis|A0A8R2FDA4	5.11e-10
apis|A0A8R2D4I8	6.17e-13
apis|A0A0I9QPZ0	6.35e-13
apis|A0A8R2NS74	6.47e-11
apis|A0A8R2FAB0	7.15e-16
apis|A0A8R1W1D8	7.93e-11
apis|A0A8R2JS98	8.01e-127
apis|A0A8R2JU71	9.23e-05
apis|A0A8R1WXV4	9.54e-11
